paper_title,paper_authors,full_name,acronym,material_class,ionic_conductivity_S_per_cm,temperature,processing_method,material_description,source_location
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,1.85e-05,Not specified,Not specified,"Composite electrolyte, likely the matrix material without any LLZTO filler.",Figure: _page_2_Figure_13.jpeg
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,2.25e-05,Not specified,Not specified,Composite electrolyte with 5 wt% LLZTO filler.,Figure: _page_2_Figure_13.jpeg
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,2.8e-05,Not specified,Not specified,Composite electrolyte with 10 wt% LLZTO filler.,Figure: _page_2_Figure_13.jpeg
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,3.2e-05,Not specified,Not specified,Composite electrolyte with 15 wt% LLZTO filler.,Figure: _page_2_Figure_13.jpeg
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,5e-05,Not specified,Not specified,"Composite electrolyte with 20 wt% LLZTO filler, showing peak conductivity.",Figure: _page_2_Figure_13.jpeg
Development of composite solid polymer electrolyte for solid-state lithium battery: Incorporating LLZTO in PVDF-HFP/LiTFSI,"Poonam Yadav, Md Sazzad Hosen, Pradeep Kumar Dammala, Pavlo Ivanchenko, Joeri Van Mierlo, Maitane Berecibar",Composite electrolyte with LLZTO filler,Composite + LLZTO,Other,3.1e-05,Not specified,Not specified,Composite electrolyte with 25 wt% LLZTO filler.,Figure: _page_2_Figure_13.jpeg
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride/Lithium Lanthanum Titanium Oxide composite polymer electrolyte with Lithium Perchlorate,PVDF/LLTO-CPE,Other,5.8,RT,"LLTO nanowires fabricated via electrospinning of lithium acetate, lanthanum acetate hexahydrate, titanium isopropoxide (Li:La:Ti = 0.35:0.55:1 molar ratio) and PVP in DMF/acetic acid, followed by calcination at 800 °C for 5 h in air. Subsequently, PVDF (1.2g), LiClO4 (0.3g), and LLTO nanowires dissolved in 20 mL NMP, sonicated, stirred 24h. Solution cast into Teflon groove (100 µm depth), heated at 60 °C to form membrane.","Ultrathin flexible membrane with biomimetic cellular structure, LLTO nanowires-filled. Optimised composition for high conductivity.",Abstract
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride with Lithium Perchlorate,PVDF/Li+,Polymer,1.2,RT,"Homogeneous solution of PVDF (1.2g) and LiClO4 (0.3g) in 20 mL NMP, stirred 24h, injected into Teflon groove (100 µm depth), heated at 60 °C to construct membrane.","Ultrathin film, thickness ~25 µm, prepared without LLTO nanowires.","Figure 3(b), plot digitization (0% LLTO)"
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride/Lithium Lanthanum Titanium Oxide composite polymer electrolyte with Lithium Perchlorate,PVDF/LLTO-5%/Li+,Other,2.5,RT,"LLTO nanowires: fabricated via electrospinning of lithium acetate, lanthanum acetate hexahydrate, titanium isopropoxide (Li:La:Ti = 0.35:0.55:1 molar ratio) and PVP in DMF/acetic acid, followed by calcination at 800 °C for 5 h in air. Subsequently, 5 wt% LLTO nanowires, PVDF (1.2g), and LiClO4 (0.3g) dissolved in 20 mL NMP, sonicated, stirred 24h. Solution cast into Teflon groove (100 µm depth), heated at 60 °C to form membrane.","Ultrathin film, thickness ~25 µm, with uniformly distributed LLTO nanowires (average diameter ~246 nm) embedded in PVDF matrix, exhibiting cellular structure (Fig. 2b).","Figure 3(b), plot digitization (5% LLTO)"
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride/Lithium Lanthanum Titanium Oxide composite polymer electrolyte with Lithium Perchlorate,PVDF/LLTO-15%/Li+,Other,5.8,RT,"LLTO nanowires: fabricated via electrospinning of lithium acetate, lanthanum acetate hexahydrate, titanium isopropoxide (Li:La:Ti = 0.35:0.55:1 molar ratio) and PVP in DMF/acetic acid, followed by calcination at 800 °C for 5 h in air. Subsequently, 15 wt% LLTO nanowires, PVDF (1.2g), and LiClO4 (0.3g) dissolved in 20 mL NMP, sonicated, stirred 24h. Solution cast into Teflon groove (100 µm depth), heated at 60 °C to form membrane.","Ultrathin film, thickness ~25 µm, with uniformly distributed LLTO nanowires (average diameter ~246 nm) embedded in PVDF matrix, exhibiting uniform cellular structure (Fig. 2c).","Figure 3(b), and text in 'Results and discussion', second paragraph of 'Temperature-dependent ionic conductivities' section"
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride/Lithium Lanthanum Titanium Oxide composite polymer electrolyte with Lithium Perchlorate,PVDF/LLTO-25%/Li+,Other,3.5,RT,"LLTO nanowires: fabricated via electrospinning of lithium acetate, lanthanum acetate hexahydrate, titanium isopropoxide (Li:La:Ti = 0.35:0.55:1 molar ratio) and PVP in DMF/acetic acid, followed by calcination at 800 °C for 5 h in air. Subsequently, 25 wt% LLTO nanowires, PVDF (1.2g), and LiClO4 (0.3g) dissolved in 20 mL NMP, sonicated, stirred 24h. Solution cast into Teflon groove (100 µm depth), heated at 60 °C to form membrane.","Ultrathin film, thickness ~25 µm, with LLTO nanowires aggregation causing many fractures and holes on the surface (Fig. 2d), leading to decreased miscibility.","Figure 3(b), plot digitization (25% LLTO)"
Biomimetic PVDF/LLTO composite polymer electrolyte enables excellent interface contact and enhanced ionic conductivity,"Boyu Li, Qingmei Su, Lintao Yu, Wuyou Liu, Shijia Dong, Shukai Ding, Miao Zhang, Gaohui Du, Bingshe Xu",Polyvinylidene fluoride/Lithium Lanthanum Titanium Oxide composite polymer electrolyte with Lithium Perchlorate,PVDF/LLTO-CPE,Other,5.8,room temperature,"LLTO nanowires fabricated via electrospinning of lithium acetate, lanthanum acetate hexahydrate, titanium isopropoxide (Li:La:Ti = 0.35:0.55:1 molar ratio) and PVP in DMF/acetic acid, followed by calcination at 800 °C for 5 h in air. Subsequently, PVDF (1.2g), LiClO4 (0.3g), and LLTO nanowires dissolved in 20 mL NMP, sonicated, stirred 24h. Solution cast into Teflon groove (100 µm depth), heated at 60 °C to form membrane.","Ultrathin flexible membrane with biomimetic cellular structure, LLTO nanowires-filled. Optimised composition for high conductivity.",Conclusion
Ultrathin polymer-in-ceramic and ceramic-in-polymer bilayer composite solid electrolyte membrane for high-voltage lithium metal batteries,"Hao Jiang, Yueyue Wu, Jian Ma, Yongchao Liu, Lulu Wang, Xin Yao, Hongfa Xiang",Lithium Lanthanum Zirconate Oxide,LLZO,Ceramic,0.0001,RT,N/A (Cited Work),"Cubic phase garnet electrolyte, inherent rigidity.",Abstract
Ultrathin polymer-in-ceramic and ceramic-in-polymer bilayer composite solid electrolyte membrane for high-voltage lithium metal batteries,"Hao Jiang, Yueyue Wu, Jian Ma, Yongchao Liu, Lulu Wang, Xin Yao, Hongfa Xiang","Polymer Electrolytes (polyethylene oxide, polyvinylidene fluoride, polyvinylidene fluoride-hexafluoropropylene)","PEO, PVDF, PVDF-HFP",Polymer,0.0001,RT,"N/A (General statement, not specific to this work's synthesis)",General description for polymer electrolytes: good flexibility and processability.,Abstract
Ultrathin polymer-in-ceramic and ceramic-in-polymer bilayer composite solid electrolyte membrane for high-voltage lithium metal batteries,"Hao Jiang, Yueyue Wu, Jian Ma, Yongchao Liu, Lulu Wang, Xin Yao, Hongfa Xiang",Lithium Lanthanum Zirconate Oxide,LLZO,Ceramic,0.0001,RT,N/A (Cited Work),Cubic phase garnet electrolyte.,Section 1. Introduction
Ultrathin polymer-in-ceramic and ceramic-in-polymer bilayer composite solid electrolyte membrane for high-voltage lithium metal batteries,"Hao Jiang, Yueyue Wu, Jian Ma, Yongchao Liu, Lulu Wang, Xin Yao, Hongfa Xiang","Polymer Electrolytes (polyethylene oxide, polyvinylidene fluoride, polyvinylidene fluoride-hexafluoropropylene)","PEO, PVDF, PVDF-HFP",Polymer,0.0001,RT,"N/A (General statement, not specific to this work's synthesis)",General description for polymer electrolytes: good flexibility and processability.,Section 1. Introduction
Ultrathin polymer-in-ceramic and ceramic-in-polymer bilayer composite solid electrolyte membrane for high-voltage lithium metal batteries,"Hao Jiang, Yueyue Wu, Jian Ma, Yongchao Liu, Lulu Wang, Xin Yao, Hongfa Xiang",Composite Solid Electrolyte (PVDF-HFP/LiTFSI/LLZO bilayer),CSE,Other,0.00011,RT (25 °C),"Cubic phase LLZO prepared by solid-state reaction between LiOH·H2O, La2O3, and ZrO2 at 900 °C for 12h, after ballmilling in isopropanol at 400 rpm for 12h. CSE membranes prepared by blade casting: PVDF-HFP (Mw ≈ 400,000) and LiTFSI (mass ratio 2:1) dissolved in DMF, stirred at 40 °C for 3h (30 wt% polymer solution). 10 wt% LLZO added, stirred at 40 °C for 12h. Slurry cast onto Teflon, dried at 30 °C for 12h, then at 110 °C for 12h in vacuum drying oven. Cut into 16 mm diameter disks.","Ultrathin (~11 μm) bilayer CSE membrane, consisting of a polymer-in-ceramic (PIC) layer and a ceramic-in-polymer (CIP) layer. Ionic conductivity measurement performed on the membrane wetted with 5 μL cm^-2 liquid electrolyte (LE) to improve interfacial contact.","Section 3. Results and Discussion, paragraph describing Fig. 6c,d"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Lithium Lanthanum Zirconate Aluminum Oxide framework with Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide matrix,LLZAO-PEO/LiTFSI,Other,0.000251,RT,N/A (Cited Work),N/A (Cited Work),"Introduction, reference [27]"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,PEO-LiTFSI,Polymer,1.58e-06,25 °C,"PEO and LiTFSI dissolved in anhydrous acetonitrile (99.8%; Aladdin) with a concentration of 14 wt% of PEO (molar ratio of ethylene oxide to LiTFSI is 8:1). Mechanically stirred at room temperature for 10 h, then cast alone. First placed in a vacuum oven for 2 h at room temperature, and dried under vacuum at 50 °C for 24 h.","PEO (MW ~600,000 g mol⁻¹; Sigma-Aldrich, St. Louis, MO, USA) and LiTFSI (99.99%; Innochem, Atlanta, GA, USA) were dried under vacuum at 80 °C for 24 h.","Figure 4(a), plot digitization"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,PEO-LiTFSI,Polymer,7.94e-06,40 °C,"PEO and LiTFSI dissolved in anhydrous acetonitrile (99.8%; Aladdin) with a concentration of 14 wt% of PEO (molar ratio of ethylene oxide to LiTFSI is 8:1). Mechanically stirred at room temperature for 10 h, then cast alone. First placed in a vacuum oven for 2 h at room temperature, and dried under vacuum at 50 °C for 24 h.","PEO (MW ~600,000 g mol⁻¹; Sigma-Aldrich, St. Louis, MO, USA) and LiTFSI (99.99%; Innochem, Atlanta, GA, USA) were dried under vacuum at 80 °C for 24 h.","Figure 4(a), plot digitization"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Poly(vinylidene fluoride-co-hexafluoropropylene)/Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,PVDF-HFP/PEO-LiTFSI,Other,3.98e-06,25 °C,"16 wt% of PVDF-HFP was dissolved in a mixture of 70 wt% N,N-dimethylformamide and 30 wt% acetone solvent. After stirring for 12 h, it was transferred into a plastic syringe. High voltage of 18 kV was applied during electrospinning. Solution extrusion rate was 0.5 mL h⁻¹, and the cathode was positioned 15 cm from the needle. The 3D fiber network was placed in a vacuum oven at 80 °C for 24 h to remove the solvent. PEO (MW ~600,000 g mol⁻¹) and LiTFSI (99.99%) were dried under vacuum at 80 °C for 24 h. PEO and LiTFSI were dissolved in anhydrous acetonitrile (99.8%; Aladdin) with a concentration of 14 wt% of PEO (molar ratio of ethylene oxide to LiTFSI is 8:1). The PEO-LiTFSI mixture was mechanically stirred at room temperature for 10 h, then cast onto the PVDF-HFP network. Dried in a vacuum oven for 2 h at room temperature, then under vacuum at 50 °C for 24 h. Mass ratio of network to PEO-LiTFSI matrix was controlled at 1:1.","PEO (MW ~600,000 g mol⁻¹; Sigma-Aldrich, St. Louis, MO, USA) and LiTFSI (99.99%; Innochem, Atlanta, GA, USA) dried under vacuum at 80 °C for 24 h. PVDF-HFP (16 wt%) used for fiber network.","Figure 4(a), plot digitization"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Poly(vinylidene fluoride-co-hexafluoropropylene)/Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,PVDF-HFP/PEO-LiTFSI,Other,1.99e-05,40 °C,"16 wt% of PVDF-HFP was dissolved in a mixture of 70 wt% N,N-dimethylformamide and 30 wt% acetone solvent. After stirring for 12 h, it was transferred into a plastic syringe. High voltage of 18 kV was applied during electrospinning. Solution extrusion rate was 0.5 mL h⁻¹, and the cathode was positioned 15 cm from the needle. The 3D fiber network was placed in a vacuum oven at 80 °C for 24 h to remove the solvent. PEO (MW ~600,000 g mol⁻¹) and LiTFSI (99.99%) were dried under vacuum at 80 °C for 24 h. PEO and LiTFSI were dissolved in anhydrous acetonitrile (99.8%; Aladdin) with a concentration of 14 wt% of PEO (molar ratio of ethylene oxide to LiTFSI is 8:1). The PEO-LiTFSI mixture was mechanically stirred at room temperature for 10 h, then cast onto the PVDF-HFP network. Dried in a vacuum oven for 2 h at room temperature, then under vacuum at 50 °C for 24 h. Mass ratio of network to PEO-LiTFSI matrix was controlled at 1:1.","PEO (MW ~600,000 g mol⁻¹; Sigma-Aldrich, St. Louis, MO, USA) and LiTFSI (99.99%; Innochem, Atlanta, GA, USA) dried under vacuum at 80 °C for 24 h. PVDF-HFP (16 wt%) used for fiber network.","Figure 4(a), plot digitization"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Lithium Lanthanum Zirconate Oxide / Poly(vinylidene fluoride-co-hexafluoropropylene)/Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,LLZO/PVDF-HFP10PEO-LiTFSI,Other,7.94e-06,25 °C,"LLZO prepared by a sol-gel process: LiOH·H2O, La(NO3)3·6H2O, and ZrO(NO3)2·xH2O weighed with 10 wt% excess LiOH·H2O, dissolved in deionized water with stirring at 80 °C. Citric acid (citric acid to cation molar ratio of 4:1) added, solution heated at 80 °C for 12 h, dried at 250 °C for 2 h, ground, calcinated at 700 °C for 5 h in air, ball milled to nano-level particles. LLZO/PVDF-HFP network: 16 wt% PVDF-HFP dissolved in a mixture of 70 wt% N,N-dimethylformamide and 30 wt% acetone solvent. LLZO added (10 wt% of PVDF-HFP). Stirred for 12 h. Electrospun at 18 kV, solution extrusion rate 0.5 mL h⁻¹, cathode 15 cm from needle. Vacuum oven at 80 °C for 24 h. PEO (MW ~600,000 g mol⁻¹) and LiTFSI (99.99%) dried under vacuum at 80 °C for 24 h. PEO and LiTFSI dissolved in anhydrous acetonitrile (14 wt% PEO, EO:LiTFSI = 8:1). Mechanically stirred at room temperature for 10 h. Cast onto the LLZO/PVDF-HFP network. Dried in vacuum oven 2 h at room temperature, then 24 h at 50 °C. Mass ratio of network to PEO-LiTFSI matrix controlled at 1:1.","PEO (MW ~600,000 g mol⁻¹), LiTFSI (99.99%), LLZO nano-level particles (pure cubic phase), PVDF-HFP (16 wt%).","Figure 4(a), plot digitization"
Three-dimensional LLZO/PVDF-HFP fiber network-enhanced ultrathin composite solid electrolyte membrane for dendrite-free solid-state lithium metal batteries,"Wen He, Hui Ding, Xu Chen, Wensheng Yang",Lithium Lanthanum Zirconate Oxide / Poly(vinylidene fluoride-co-hexafluoropropylene)/Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide,LLZO/PVDF-HFP10PEO-LiTFSI,Other,3.16e-05,40 °C,"LLZO prepared by a sol-gel process: LiOH·H2O, La(NO3)3·6H2O, and ZrO(NO3)2·xH2O weighed with 10 wt% excess LiOH·H2O, dissolved in deionized water with stirring at 80 °C. Citric acid (citric acid to cation molar ratio of 4:1) added, solution heated at 80 °C for 12 h, dried at 250 °C for 2 h, ground, calcinated at 700 °C for 5 h in air, ball milled to nano-level particles. LLZO/PVDF-HFP network: 16 wt% PVDF-HFP dissolved in a mixture of 70 wt% N,N-dimethylformamide and 30 wt% acetone solvent. LLZO added (10 wt% of PVDF-HFP). Stirred for 12 h. Electrospun at 18 kV, solution extrusion rate 0.5 mL h⁻¹, cathode 15 cm from needle. Vacuum oven at 80 °C for 24 h. PEO (MW ~600,000 g mol⁻¹) and LiTFSI (99.99%) dried under vacuum at 80 °C for 24 h. PEO and LiTFSI dissolved in anhydrous acetonitrile (14 wt% PEO, EO:LiTFSI = 8:1). Mechanically stirred at room temperature for 10 h. Cast onto the LLZO/PVDF-HFP network. Dried in vacuum oven 2 h at room temperature, then 24 h at 50 °C. Mass ratio of network to PEO-LiTFSI matrix controlled at 1:1.","PEO (MW ~600,000 g mol⁻¹), LiTFSI (99.99%), LLZO nano-level particles (pure cubic phase), PVDF-HFP (16 wt%).","Figure 4(a), plot digitization"
